id,status_group
33723,functional
36331,functional
1671,functional
5617,functional
31667,functional
34746,functional
50596,functional
30836,functional
35558,functional
47046,non functional
53346,non functional
74094,non functional
27615,non functional
54794,functional
71778,functional
57181,functional
31473,non functional
67488,functional
17402,functional
72717,functional
11066,functional
16636,functional
2110,functional
11732,non functional
53053,functional
24199,non functional
12514,non functional
48025,functional
27903,non functional
53731,non functional
22039,non functional
14188,functional
43400,functional
62529,functional
21101,functional needs repair
58183,functional
33800,functional
14374,functional
53014,functional
2240,functional
21684,functional
3928,non functional
25534,functional
21842,functional
25694,functional
38101,functional
46891,non functional
16446,functional needs repair
59012,functional
10391,non functional
35408,functional
31228,functional
73113,non functional
45635,functional needs repair
42715,functional
54234,functional
54650,non functional
66145,non functional
63364,functional
32314,functional
40637,non functional
72968,functional
51845,functional
68213,functional needs repair
21433,functional
69302,functional
52894,non functional
70275,non functional
56237,functional
16835,functional
32221,functional
27922,functional
30589,non functional
14493,non functional
27994,non functional
31047,functional
56025,functional
54557,functional
31419,functional
7594,non functional
21583,non functional
73961,functional needs repair
67858,functional
13538,functional
71200,functional needs repair
30426,functional
71398,non functional
46625,functional
8886,functional
72711,functional
20192,functional
71542,functional
47522,non functional
61112,non functional
28751,functional
62437,non functional
27087,non functional
22042,functional
64565,functional needs repair
35176,functional needs repair
30814,non functional
57859,functional
54829,functional
40810,functional
64071,functional
52899,non functional
55046,non functional
23054,functional
62196,functional
32177,functional
69895,functional
37569,functional
33353,non functional
62356,functional
41178,functional
25773,functional
45365,non functional
62118,functional
49639,functional
22156,functional
73946,functional
54715,functional
50292,functional
42713,non functional
23495,functional
11741,functional needs repair
35516,non functional
64106,functional
37575,functional needs repair
60457,functional
48144,non functional
53559,non functional
66453,functional
49298,functional
36276,functional needs repair
68584,functional
7338,functional
12053,functional
73968,functional
21235,functional
43473,functional
767,functional
72889,functional
22835,functional
58318,non functional
40431,non functional
69335,non functional
65250,non functional
49444,functional
67615,functional
15247,functional
23196,non functional
674,functional
37950,non functional
27568,functional
27823,non functional
68675,functional needs repair
37524,functional
33499,non functional
52360,non functional
23290,non functional
50519,functional
72019,functional
36949,functional
70299,non functional
29729,functional
29824,non functional
16349,non functional
3402,functional
21490,non functional
68496,non functional
62261,functional
66864,functional
70462,non functional
62587,functional
71454,functional
28968,functional
55233,non functional
28875,functional
35821,non functional
6019,functional
23965,functional needs repair
2454,functional
39572,functional needs repair
9787,functional needs repair
2861,functional
71953,non functional
5985,non functional
13601,functional
68681,functional
32359,non functional
43048,functional
35102,non functional
19380,functional
51380,non functional
11655,functional
38075,non functional
9990,functional needs repair
35417,non functional
10194,functional
3305,functional needs repair
919,functional
44138,non functional
17203,non functional
6224,non functional
27660,functional
52408,functional needs repair
3706,functional
66650,non functional
49592,non functional
29491,non functional
55381,functional
60749,functional
46761,functional
33145,non functional
3552,functional
11693,functional needs repair
26655,non functional
40370,functional
9116,non functional
32301,functional
8033,functional
45836,functional
38328,non functional
7620,functional
52083,non functional
31126,functional needs repair
53651,functional
